full,city,state,extraversion,neuroticism,agreeableness,conscientiousness,openness,pop,lat,long,extraversion_scaled,neuroticism_scaled,agreeableness_scaled,conscientiousness_scaled,openness_scaled,extraversion_percentile,neuroticism_percentile,agreeableness_percentile,conscientiousness_percentile,openness_percentile
Grand Rapids MI,Grand Rapids,Michigan,-0.02,0.03,0.02,-0.02,-0.04,193006,42.96,-85.66,-0.1333333333333333,0.3125,0.06976744186046502,-0.13043478260869568,-0.28205128205128216,0.2656449553001277,0.7305236270753512,0.46360153256704983,0.2515964240102171,0.2260536398467433
Des Moines IA,Des Moines,Iowa,-0.02,-0,-0.02,-0.03,-0.04,192050,41.58,-93.62,-0.1333333333333333,0.125,-0.11627906976744184,-0.21739130434782605,-0.28205128205128216,0.2656449553001277,0.5108556832694764,0.20178799489144317,0.17879948914431673,0.2260536398467433
Oxnard CA,Oxnard,California,-0.01,-0,0.06,-0.02,0.09,190658,34.2,-119.21,-0.06666666666666676,0.125,0.2558139534883721,-0.13043478260869568,0.3846153846153846,0.367816091954023,0.5108556832694764,0.7535121328224776,0.2515964240102171,0.8914431673052363
Richmond VA,Richmond,Virginia,0.03,-0.03,-0.03,-0.04,0.05,189498,37.53,-77.47,0.19999999999999996,-0.0625,-0.16279069767441867,-0.30434782608695654,0.1794871794871793,0.7675606641123882,0.2656449553001277,0.16219667943805874,0.1111111111111111,0.7586206896551724
Mobile AL,Mobile,Alabama,0.01,-0.04,0.06,0.01,0,188467,30.68,-88.09,0.06666666666666665,-0.1250000000000001,0.2558139534883721,0.1304347826086958,-0.07692307692307698,0.5632183908045977,0.19284802043422733,0.7535121328224776,0.5593869731800766,0.4661558109833972
Columbus GA,Columbus,Georgia,0.03,-0.03,-0.02,-0.02,0.05,184900,32.51,-84.87,0.19999999999999996,-0.0625,-0.11627906976744184,-0.13043478260869568,0.1794871794871793,0.7675606641123882,0.2656449553001277,0.20178799489144317,0.2515964240102171,0.7586206896551724
Little Rock AR,Little Rock,Arkansas,0.03,-0.03,-0.07,-0.01,0.03,184323,34.72,-92.35,0.19999999999999996,-0.0625,-0.34883720930232565,-0.04347826086956519,0.07692307692307687,0.7675606641123882,0.2656449553001277,0.06768837803320563,0.3397190293742018,0.6564495530012772
Newport News VA,Newport News,Virginia,0,-0.01,0.01,-0.05,0.02,183941,37.08,-76.51,0,0.06249999999999978,0.023255813953488413,-0.3913043478260869,0.02564102564102555,0.48148148148148145,0.43167305236270753,0.37420178799489145,0.07151979565772669,0.5951468710089399
Amarillo TX,Amarillo,Texas,-0.03,0.05,0.06,0.02,-0.01,183295,35.2,-101.82,-0.19999999999999996,0.4374999999999998,0.2558139534883721,0.21739130434782616,-0.1282051282051283,0.17879948914431673,0.8326947637292464,0.7535121328224776,0.6743295019157088,0.40229885057471265
Aurora IL,Aurora,Illinois,-0.02,-0.05,-0,-0.04,0.01,181120,41.77,-88.29,-0.1333333333333333,-0.1875,-0.023255813953488413,-0.30434782608695654,-0.02564102564102566,0.2656449553001277,0.13026819923371646,0.3090676883780332,0.1111111111111111,0.5325670498084292
Providence RI,Providence,Rhode Island,0.01,0.02,-0.13,-0.06,0.04,178295,41.82,-71.42,0.06666666666666665,0.24999999999999978,-0.627906976744186,-0.4782608695652174,0.1282051282051282,0.5632183908045977,0.6564495530012772,0.017879948914431672,0.04469987228607918,0.7113665389527458
Fontana CA,Fontana,California,-0.03,-0.05,0.06,0.01,0.04,178257,34.1,-117.46,-0.19999999999999996,-0.1875,0.2558139534883721,0.1304347826086958,0.1282051282051282,0.17879948914431673,0.13026819923371646,0.7535121328224776,0.5593869731800766,0.7113665389527458
Worcester MA,Worcester,Massachusetts,-0.02,0.08,-0.05,-0.09,-0.02,177973,42.27,-71.81,-0.1333333333333333,0.625,-0.2558139534883722,-0.7391304347826086,-0.17948717948717952,0.2656449553001277,0.929757343550447,0.1111111111111111,0.008939974457215836,0.34227330779054915
North Las Vegas NV,North Las Vegas,Nevada,-0.04,0.02,-0.06,0.01,0.05,177751,36.27,-115.14,-0.2666666666666667,0.24999999999999978,-0.3023255813953488,0.1304347826086958,0.1794871794871793,0.10983397190293742,0.6564495530012772,0.08556832694763729,0.5593869731800766,0.7586206896551724
Rancho Cucamonga CA,Rancho Cucamonga,California,0.02,-0.07,0.07,0.04,0.02,177721,34.12,-117.57,0.1333333333333333,-0.3125000000000001,0.30232558139534893,0.39130434782608714,0.02564102564102555,0.6730523627075351,0.06385696040868455,0.8173690932311622,0.8671775223499362,0.5951468710089399
Salt Lake City UT,Salt Lake City,Utah,-0.02,-0.01,0.14,0.02,0.06,177318,40.78,-111.93,-0.1333333333333333,0.06249999999999978,0.627906976744186,0.21739130434782616,0.23076923076923062,0.2656449553001277,0.43167305236270753,0.9910600255427842,0.6743295019157088,0.7994891443167306
Ontario CA,Ontario,California,-0.02,0.02,0.08,-0.04,-0.06,175805,34.05,-117.61,-0.1333333333333333,0.24999999999999978,0.34883720930232553,-0.30434782608695654,-0.3846153846153847,0.2656449553001277,0.6564495530012772,0.8735632183908046,0.1111111111111111,0.12643678160919541
Jackson MS,Jackson,Mississippi,0.13,-0.11,-0.05,0.11,-0.03,175085,32.32,-90.21,0.8666666666666669,-0.5625,-0.2558139534883722,1,-0.23076923076923084,0.9885057471264368,0.019157088122605363,0.1111111111111111,0.9987228607918263,0.2848020434227331
Brownsville TX,Brownsville,Texas,0,-0.03,-0.11,-0.04,0.1,174135,25.93,-97.48,0,-0.0625,-0.5348837209302326,-0.30434782608695654,0.4358974358974359,0.48148148148148145,0.2656449553001277,0.0280970625798212,0.1111111111111111,0.9169859514687101
Moreno Valley CA,Moreno Valley,California,-0.01,-0.03,0.04,-0,0.03,174068,33.93,-117.21,-0.06666666666666676,-0.0625,0.16279069767441867,0.04347826086956519,0.07692307692307687,0.367816091954023,0.2656449553001277,0.6232439335887612,0.46998722860791825,0.6564495530012772
Fort Lauderdale FL,Fort Lauderdale,Florida,0.03,-0.12,-0.05,0.07,0.13,173597,26.14,-80.14,0.19999999999999996,-0.625,-0.2558139534883722,0.6521739130434785,0.5897435897435896,0.7675606641123882,0.011494252873563218,0.1111111111111111,0.9731800766283525,0.9604086845466155
Santa Clarita CA,Santa Clarita,California,0.02,-0.05,0.06,-0.02,0.01,172730,34.41,-118.51,0.1333333333333333,-0.1875,0.2558139534883721,-0.13043478260869568,-0.02564102564102566,0.6730523627075351,0.13026819923371646,0.7535121328224776,0.2515964240102171,0.5325670498084292
Oceanside CA,Oceanside,California,0.09,-0.08,-0,0,0.1,172251,33.23,-117.31,0.6000000000000001,-0.3750000000000001,-0.023255813953488413,0.04347826086956519,0.4358974358974359,0.9719029374201787,0.04342273307790549,0.3090676883780332,0.46998722860791825,0.9169859514687101
Knoxville TN,Knoxville,Tennessee,0.02,0.04,0.03,0.03,-0.01,172000,35.97,-83.95,0.1333333333333333,0.375,0.11627906976744184,0.30434782608695654,-0.1282051282051283,0.6730523627075351,0.7969348659003831,0.5389527458492975,0.776500638569604,0.40229885057471265
Overland Park KS,Overland Park,Kansas,-0.03,-0.06,0.03,0.07,-0.13,169520,38.91,-94.68,-0.19999999999999996,-0.25,0.11627906976744184,0.6521739130434785,-0.7435897435897436,0.17879948914431673,0.09578544061302682,0.5389527458492975,0.9731800766283525,0.002554278416347382
Huntsville AL,Huntsville,Alabama,0.04,-0.05,0.02,0.04,0.06,169155,34.71,-86.63,0.26666666666666683,-0.1875,0.06976744186046502,0.39130434782608714,0.23076923076923062,0.8301404853128991,0.13026819923371646,0.46360153256704983,0.8671775223499362,0.7994891443167306
Garden Grove CA,Garden Grove,California,-0.08,-0,0.05,-0.06,0.04,167647,33.78,-117.96,-0.5333333333333334,0.125,0.2093023255813955,-0.4782608695652174,0.1282051282051282,0.008939974457215836,0.5108556832694764,0.6845466155810983,0.04469987228607918,0.7113665389527458
Vancouver WA,Vancouver,Washington,-0.08,-0.02,0.08,0.04,-0.03,161034,45.63,-122.64,-0.5333333333333334,0,0.34883720930232553,0.39130434782608714,-0.23076923076923084,0.008939974457215836,0.3397190293742018,0.8735632183908046,0.8671775223499362,0.2848020434227331
Pembroke Pines FL,Pembroke Pines,Florida,-0,-0.07,0.05,0.05,0.09,160157,26.01,-80.34,0,-0.3125000000000001,0.2093023255813955,0.4782608695652173,0.3846153846153846,0.48148148148148145,0.06385696040868455,0.6845466155810983,0.9169859514687101,0.8914431673052363
Corona CA,Corona,California,0.04,-0.04,0,-0.01,0.03,159198,33.87,-117.57,0.26666666666666683,-0.1250000000000001,-0.023255813953488413,-0.04347826086956519,0.07692307692307687,0.8301404853128991,0.19284802043422733,0.3090676883780332,0.3397190293742018,0.6564495530012772
Tempe AZ,Tempe,Arizona,-0.01,-0.04,-0.01,0.04,0.11,158313,33.39,-111.93,-0.06666666666666676,-0.1250000000000001,-0.06976744186046513,0.39130434782608714,0.487179487179487,0.367816091954023,0.19284802043422733,0.24521072796934865,0.8671775223499362,0.9310344827586207
Dayton OH,Dayton,Ohio,-0.04,0,-0.06,0.01,0,157607,39.78,-84.2,-0.2666666666666667,0.125,-0.3023255813953488,0.1304347826086958,-0.07692307692307698,0.10983397190293742,0.5108556832694764,0.08556832694763729,0.5593869731800766,0.4661558109833972
Pomona CA,Pomona,California,-0.01,-0.03,-0,-0,0,157501,34.06,-117.76,-0.06666666666666676,-0.0625,-0.023255813953488413,0.04347826086956519,-0.07692307692307698,0.367816091954023,0.2656449553001277,0.3090676883780332,0.46998722860791825,0.4661558109833972
Santa Rosa CA,Santa Rosa,California,-0.02,-0.03,0.09,-0.04,0.07,156669,38.45,-122.7,-0.1333333333333333,-0.0625,0.39534883720930236,-0.30434782608695654,0.28205128205128194,0.2656449553001277,0.2656449553001277,0.9080459770114943,0.1111111111111111,0.8403575989782887
Tallahassee FL,Tallahassee,Florida,0.08,-0.06,0.06,0.05,0.1,154114,30.46,-84.28,0.5333333333333332,-0.25,0.2558139534883721,0.4782608695652173,0.4358974358974359,0.9629629629629629,0.09578544061302682,0.7535121328224776,0.9169859514687101,0.9169859514687101
Chattanooga TN,Chattanooga,Tennessee,0.05,-0.06,0.02,0.05,0.01,153617,35.07,-85.26,0.3333333333333335,-0.25,0.06976744186046502,0.4782608695652173,-0.02564102564102566,0.8837803320561941,0.09578544061302682,0.46360153256704983,0.9169859514687101,0.5325670498084292
Rockford IL,Rockford,Illinois,-0.02,0,0,0.03,-0.05,153148,42.27,-89.06,-0.1333333333333333,0.125,-0.023255813953488413,0.30434782608695654,-0.33333333333333337,0.2656449553001277,0.5108556832694764,0.3090676883780332,0.776500638569604,0.17624521072796934
Springfield MA,Springfield,Massachusetts,-0.04,0.1,-0.14,-0.04,0.07,152095,42.12,-72.54,-0.2666666666666667,0.7500000000000002,-0.6744186046511629,-0.30434782608695654,0.28205128205128194,0.10983397190293742,0.9693486590038314,0.010217113665389528,0.1111111111111111,0.8403575989782887
Paterson NJ,Paterson,New Jersey,0.09,-0.05,-0.14,0.03,0.1,151523,40.91,-74.16,0.6000000000000001,-0.1875,-0.6744186046511629,0.30434782608695654,0.4358974358974359,0.9719029374201787,0.13026819923371646,0.010217113665389528,0.776500638569604,0.9169859514687101
Springfield MO,Springfield,Missouri,-0.07,0.02,0.06,0.01,0.03,150128,37.2,-93.29,-0.4666666666666667,0.24999999999999978,0.2558139534883721,0.1304347826086958,0.07692307692307687,0.024265644955300127,0.6564495530012772,0.7535121328224776,0.5593869731800766,0.6564495530012772
Salinas CA,Salinas,California,-0,-0.05,0.05,0.01,0.08,150050,36.68,-121.64,0,-0.1875,0.2093023255813955,0.1304347826086958,0.33333333333333326,0.48148148148148145,0.13026819923371646,0.6845466155810983,0.5593869731800766,0.8684546615581098
Salem OR,Salem,Oregon,-0.05,-0.04,0.08,-0.01,-0.06,148942,44.92,-123.02,-0.33333333333333337,-0.1250000000000001,0.34883720930232553,-0.04347826086956519,-0.3846153846153847,0.06768837803320563,0.19284802043422733,0.8735632183908046,0.3397190293742018,0.12643678160919541
Hampton VA,Hampton,Virginia,-0.02,-0.03,0,0.03,0.07,148201,37.05,-76.29,-0.1333333333333333,-0.0625,-0.023255813953488413,0.30434782608695654,0.28205128205128194,0.2656449553001277,0.2656449553001277,0.3090676883780332,0.776500638569604,0.8403575989782887
Naperville IL,Naperville,Illinois,0.02,-0.01,0.07,0,0.02,147178,41.76,-88.15,0.1333333333333333,0.06249999999999978,0.30232558139534893,0.04347826086956519,0.02564102564102555,0.6730523627075351,0.43167305236270753,0.8173690932311622,0.46998722860791825,0.5951468710089399
Pasadena CA,Pasadena,California,0.07,-0.08,0.02,-0.07,0.15,146676,34.16,-118.14,0.4666666666666668,-0.3750000000000001,0.06976744186046502,-0.5652173913043479,0.6923076923076921,0.9501915708812261,0.04342273307790549,0.46360153256704983,0.02554278416347382,0.9731800766283525
Peoria AZ,Peoria,Arizona,-0.01,-0.03,0.08,0.04,-0.01,146634,33.69,-112.24,-0.06666666666666676,-0.0625,0.34883720930232553,0.39130434782608714,-0.1282051282051283,0.367816091954023,0.2656449553001277,0.8735632183908046,0.8671775223499362,0.40229885057471265
Eugene OR,Eugene,Oregon,-0.03,-0.01,0.05,-0.07,0.09,146483,44.05,-123.11,-0.19999999999999996,0.06249999999999978,0.2093023255813955,-0.5652173913043479,0.3846153846153846,0.17879948914431673,0.43167305236270753,0.6845466155810983,0.02554278416347382,0.8914431673052363
Torrance CA,Torrance,California,0.02,0.01,0,-0.07,0.06,146264,33.83,-118.34,0.1333333333333333,0.1875,-0.023255813953488413,-0.5652173913043479,0.23076923076923062,0.6730523627075351,0.5874840357598978,0.3090676883780332,0.02554278416347382,0.7994891443167306
Hollywood FL,Hollywood,Florida,0,-0.07,0,-0.01,0.09,145877,26.03,-80.16,0,-0.3125000000000001,-0.023255813953488413,-0.04347826086956519,0.3846153846153846,0.48148148148148145,0.06385696040868455,0.3090676883780332,0.3397190293742018,0.8914431673052363
Pasadena TX,Pasadena,Texas,0.01,-0.04,0.03,0.02,-0.02,145351,29.66,-95.15,0.06666666666666665,-0.1250000000000001,0.11627906976744184,0.21739130434782616,-0.17948717948717952,0.5632183908045977,0.19284802043422733,0.5389527458492975,0.6743295019157088,0.34227330779054915
Grand Prairie TX,Grand Prairie,Texas,-0.01,-0,0.03,0.05,-0.04,144018,32.69,-97.02,-0.06666666666666676,0.125,0.11627906976744184,0.4782608695652173,-0.28205128205128216,0.367816091954023,0.5108556832694764,0.5389527458492975,0.9169859514687101,0.2260536398467433
Sioux Falls SD,Sioux Falls,South Dakota,-0.06,-0,0.09,-0.05,-0.07,143534,43.54,-96.73,-0.4,0.125,0.39534883720930236,-0.3913043478260869,-0.435897435897436,0.0421455938697318,0.5108556832694764,0.9080459770114943,0.07151979565772669,0.08939974457215837
Kansas City KS,Kansas City,Kansas,0.06,-0.02,-0.05,-0.02,-0,143402,39.12,-94.73,0.3999999999999999,0,-0.2558139534883722,-0.13043478260869568,-0.07692307692307698,0.9233716475095786,0.3397190293742018,0.1111111111111111,0.2515964240102171,0.4661558109833972
Joliet IL,Joliet,Illinois,-0.08,0.06,-0.02,0.02,-0.01,141246,41.53,-88.12,-0.5333333333333334,0.5,-0.11627906976744184,0.21739130434782616,-0.1282051282051283,0.008939974457215836,0.876117496807152,0.20178799489144317,0.6743295019157088,0.40229885057471265
Syracuse NY,Syracuse,New York,0.02,0.01,-0.04,0.04,-0.06,140793,43.04,-76.14,0.1333333333333333,0.1875,-0.2093023255813954,0.39130434782608714,-0.3846153846153847,0.6730523627075351,0.5874840357598978,0.140485312899106,0.8671775223499362,0.12643678160919541
Hayward CA,Hayward,California,0.02,-0.02,-0.03,-0.11,0.11,140704,37.63,-122.1,0.1333333333333333,0,-0.16279069767441867,-0.9130434782608696,0.487179487179487,0.6730523627075351,0.3397190293742018,0.16219667943805874,0.001277139208173691,0.9310344827586207
Lakewood CO,Lakewood,Colorado,-0.08,0.01,0.01,0.01,-0,140154,39.7,-105.11,-0.5333333333333334,0.1875,0.023255813953488413,0.1304347826086958,-0.07692307692307698,0.008939974457215836,0.5874840357598978,0.37420178799489145,0.5593869731800766,0.4661558109833972
Palmdale CA,Palmdale,California,-0.08,-0.03,-0.01,-0.03,0.04,139337,34.61,-118.09,-0.5333333333333334,-0.0625,-0.06976744186046513,-0.21739130434782605,0.1282051282051282,0.008939974457215836,0.2656449553001277,0.24521072796934865,0.17879948914431673,0.7113665389527458
Bridgeport CT,Bridgeport,Connecticut,0.04,-0.05,-0.05,-0.04,0.04,138901,41.19,-73.2,0.26666666666666683,-0.1875,-0.2558139534883722,-0.30434782608695654,0.1282051282051282,0.8301404853128991,0.13026819923371646,0.1111111111111111,0.1111111111111111,0.7113665389527458
Escondido CA,Escondido,California,-0.05,0.02,0.01,-0.01,-0.02,137823,33.14,-117.07,-0.33333333333333337,0.24999999999999978,0.023255813953488413,-0.04347826086956519,-0.17948717948717952,0.06768837803320563,0.6564495530012772,0.37420178799489145,0.3397190293742018,0.34227330779054915
Cape Coral FL,Cape Coral,Florida,0.01,-0.01,0.07,0.04,-0.03,137134,26.64,-82,0.06666666666666665,0.06249999999999978,0.30232558139534893,0.39130434782608714,-0.23076923076923084,0.5632183908045977,0.43167305236270753,0.8173690932311622,0.8671775223499362,0.2848020434227331
Fullerton CA,Fullerton,California,-0.02,-0,0.01,-0.04,0.05,137126,33.88,-117.93,-0.1333333333333333,0.125,0.023255813953488413,-0.30434782608695654,0.1794871794871793,0.2656449553001277,0.5108556832694764,0.37420178799489145,0.1111111111111111,0.7586206896551724
Orange CA,Orange,California,0.07,-0.05,0.05,-0.02,0.08,134868,33.81,-117.82,0.4666666666666668,-0.1875,0.2093023255813955,-0.13043478260869568,0.33333333333333326,0.9501915708812261,0.13026819923371646,0.6845466155810983,0.2515964240102171,0.8684546615581098
Coral Springs FL,Coral Springs,Florida,0.04,0.03,-0.01,0.01,0.01,134773,26.27,-80.26,0.26666666666666683,0.3125,-0.06976744186046513,0.1304347826086958,-0.02564102564102566,0.8301404853128991,0.7305236270753512,0.24521072796934865,0.5593869731800766,0.5325670498084292
Mesquite TX,Mesquite,Texas,-0.01,0.06,-0.08,-0.02,-0.05,132746,32.77,-96.6,-0.06666666666666676,0.5,-0.39534883720930225,-0.13043478260869568,-0.33333333333333337,0.367816091954023,0.876117496807152,0.05236270753512133,0.2515964240102171,0.17624521072796934
Warren MI,Warren,Michigan,0.02,0.08,-0.01,0.02,-0.11,132537,42.49,-83.03,0.1333333333333333,0.625,-0.06976744186046513,0.21739130434782616,-0.6410256410256411,0.6730523627075351,0.929757343550447,0.24521072796934865,0.6743295019157088,0.01277139208173691
Lancaster CA,Lancaster,California,-0,0.05,0.04,-0,0.04,131779,34.69,-118.18,0,0.4374999999999998,0.16279069767441867,0.04347826086956519,0.1282051282051282,0.48148148148148145,0.8326947637292464,0.6232439335887612,0.46998722860791825,0.7113665389527458
Fort Collins CO,Fort Collins,Colorado,-0.12,-0.01,0.01,-0.01,0.06,131505,40.56,-105.07,-0.8,0.06249999999999978,0.023255813953488413,-0.04347826086956519,0.23076923076923062,0.001277139208173691,0.43167305236270753,0.37420178799489145,0.3397190293742018,0.7994891443167306
Thousand Oaks CA,Thousand Oaks,California,0.04,-0.05,0.13,-0.01,0.03,130136,34.19,-118.87,0.26666666666666683,-0.1875,0.5813953488372092,-0.04347826086956519,0.07692307692307687,0.8301404853128991,0.13026819923371646,0.9859514687100894,0.3397190293742018,0.6564495530012772
Gainesville FL,Gainesville,Florida,0.01,-0.01,-0.02,0,0.14,127933,29.67,-82.34,0.06666666666666665,0.06249999999999978,-0.11627906976744184,0.04347826086956519,0.641025641025641,0.5632183908045977,0.43167305236270753,0.20178799489144317,0.46998722860791825,0.966794380587484
El Monte CA,El Monte,California,-0.03,-0,0.08,-0.07,0.04,127195,34.07,-118.03,-0.19999999999999996,0.125,0.34883720930232553,-0.5652173913043479,0.1282051282051282,0.17879948914431673,0.5108556832694764,0.8735632183908046,0.02554278416347382,0.7113665389527458
Alexandria VA,Alexandria,Virginia,-0.01,0.04,-0.08,-0.03,0.02,127159,38.82,-77.09,-0.06666666666666676,0.375,-0.39534883720930225,-0.21739130434782605,0.02564102564102555,0.367816091954023,0.7969348659003831,0.05236270753512133,0.17879948914431673,0.5951468710089399
Sterling Heights MI,Sterling Heights,Michigan,0.03,0,0.02,0.05,-0.08,127027,42.58,-83.03,0.19999999999999996,0.125,0.06976744186046502,0.4782608695652173,-0.4871794871794872,0.7675606641123882,0.5108556832694764,0.46360153256704983,0.9169859514687101,0.06513409961685823
